Country,State,PortCode,PortName,,
   108 =  'DENMARK','99'='All Other Codes',   'SFR',"'SAN FRANCISCO, CA     '",,
   322 =  'DJIBOUTI',,   'SNJ',"'SAN JOSE, CA          '",,
   519 =  'DOMINICA',,   'SLO',"'SAN LUIS OBISPO, CA   '",,
   585 =  'DOMINICAN REPUBLIC',,   'SLI',"'SAN LUIS OBISPO, CA (BPS)'",,
   240 =  'EAST TIMOR',,   'SPC',"'SAN PEDRO, CA         '",,
   692 =  'ECUADOR',,   'SYS',"'SAN YSIDRO, CA        '",,
   368 =  'EGYPT',,   'SAA',"'SANTA ANA, CA         '",,
   576 =  'EL SALVADOR',,   'STO',"'STOCKTON, CA (BPS)'",,
   399 =  'EQUATORIAL GUINEA',,   'TEC',"'TECATE, CA            '",,
   372 =  'ERITREA',,   'TRV',"'TRAVIS-AFB, CA        '",,
   109 =  'ESTONIA',,   'APA',"'ARAPAHOE COUNTY, CO'",,
   369 =  'ETHIOPIA',,   'ASE',"'ASPEN, CO #ARPT'",,
   604 =  'FALKLAND ISLANDS',,   'COS',"'COLORADO SPRINGS, CO'",,
   413 =  'FIJI',,   'DEN',"'DENVER, CO            '",,
   110 =  'FINLAND',,   'DRO',"'LA PLATA - DURANGO, CO'",,
   111 =  'FRANCE',,   'BDL',"'BRADLEY INTERNATIONAL, CT'",,
   601 =  'FRENCH GUIANA',,   'BGC',"'BRIDGEPORT, CT        '",,
   411 =  'FRENCH POLYNESIA',,   'GRT',"'GROTON, CT            '",,
   387 =  'GABON',,   'HAR',"'HARTFORD, CT          '",,
   338 =  'GAMBIA',,   'NWH',"'NEW HAVEN, CT         '",,
   758 =  'GAZA STRIP' ,,   'NWL',"'NEW LONDON, CT        '",,
   154 =  'GEORGIA',,   'TST',"'NEWINGTON DATA CENTER TEST, CT'",,
   112 =  'GERMANY',,   'WAS','WASHINGTON DC         ',,
   339 =  'GHANA',,   'DOV',"'DOVER AFB, DE'",,
   143 =  'GIBRALTAR',,   'DVD',"'DOVER-AFB, DE         '",,
   113 =  'GREECE',,   'WLL',"'WILMINGTON, DE        '",,
   520 =  'GRENADA',,   'BOC',"'BOCAGRANDE, FL        '",,
   507 =  'GUADELOUPE',,   'SRQ',"'BRADENTON - SARASOTA, FL'",,
   577 =  'GUATEMALA',,   'CAN',"'CAPE CANAVERAL, FL    '",,
   382 =  'GUINEA',,   'DAB',"'DAYTONA BEACH INTERNATIONAL, FL'",,
   327 =  'GUINEA-BISSAU',,   'FRN',"'FERNANDINA, FL        '",,
   603 =  'GUYANA',,   'FTL',"'FORT LAUDERDALE, FL   '",,
   586 =  'HAITI',,   'FMY',"'FORT MYERS, FL        '",,
   726 =  'HEARD AND MCDONALD IS.',,   'FPF',"'FORT PIERCE, FL       '",,
   149 =  'HOLY SEE/VATICAN',,   'HUR',"'HURLBURT FIELD, FL'",,
   528 =  'HONDURAS',,   'GNV',"'J R ALISON MUNI - GAINESVILLE, FL'",,
   206 =  'HONG KONG',,   'JAC',"'JACKSONVILLE, FL      '",,
   114 =  'HUNGARY',,   'KEY',"'KEY WEST, FL          '",,
   115 =  'ICELAND',,   'LEE',"'LEESBURG MUNICIPAL AIRPORT, FL'",,
   213 =  'INDIA',,   'MLB',"'MELBOURNE, FL'",,
   759 =  'INDIAN OCEAN AREAS (FRENCH)' ,,   'MIA',"'MIAMI, FL             '",,
   729 =  'INDIAN OCEAN TERRITORY' ,,   'APF',"'NAPLES, FL #ARPT'",,
   204 =  'INDONESIA',,   'OPF',"'OPA LOCKA, FL'",,
   249 =  'IRAN',,   'ORL',"'ORLANDO, FL           '",,
   250 =  'IRAQ',,   'PAN',"'PANAMA CITY, FL       '",,
   116 =  'IRELAND',,   'PEN',"'PENSACOLA, FL         '",,
   251 =  'ISRAEL',,   'PCF',"'PORT CANAVERAL, FL    '",,
   117 =  'ITALY',,   'PEV',"'PORT EVERGLADES, FL   '",,
   388 =  'IVORY COAST',,   'PSJ',"'PORT ST JOE, FL       '",,
   514 =  'JAMAICA',,   'SFB',"'SANFORD, FL           '",,
   209 =  'JAPAN',,   'SGJ',"'ST AUGUSTINE ARPT, FL'",,
   253 =  'JORDAN',,   'SAU',"'ST AUGUSTINE, FL      '",,
   201 =  'KAMPUCHEA',,   'FPR',"'ST LUCIE COUNTY, FL'",,
   155 =  'KAZAKHSTAN',,   'SPE',"'ST PETERSBURG, FL     '",,
   340 =  'KENYA',,   'TAM',"'TAMPA, FL             '",,
   414 =  'KIRIBATI',,   'WPB',"'WEST PALM BEACH, FL   '",,
   732 =  'KOSOVO' ,,   'ATL',"'ATLANTA, GA           '",,
   272 =  'KUWAIT',,   'BRU',"'BRUNSWICK, GA         '",,
   156 =  'KYRGYZSTAN',,   'AGS',"'BUSH FIELD - AUGUSTA, GA'",,
   203 =  'LAOS',,   'SAV',"'SAVANNAH, GA          '",,
   118 =  'LATVIA',,   'AGA',"'AGANA, GU             '",,
   255 =  'LEBANON',,   'HHW',"'HONOLULU, HI          '",,
   335 =  'LESOTHO',,   'OGG',"'KAHULUI - MAUI, HI'",,
   370 =  'LIBERIA',,   'KOA',"'KEAHOLE-KONA, HI      '",,
   381 =  'LIBYA',,   'LIH',"'LIHUE, HI             '",,
   119 =  'LIECHTENSTEIN',,   'CID',"'CEDAR RAPIDS/IOWA CITY, IA'",,
   120 =  'LITHUANIA',,   'DSM',"'DES MOINES, IA'",,
   121 =  'LUXEMBOURG',,   'BOI',"'AIR TERM. (GOWEN FLD) BOISE, ID'",,
   214 =  'MACAU',,   'EPI',"'EASTPORT, ID          '",,
   167 =  'MACEDONIA',,   'IDA',"'FANNING FIELD - IDAHO FALLS, ID'",,
   320 =  'MADAGASCAR',,   'PTL',"'PORTHILL, ID          '",,
   345 =  'MALAWI',,   'SPI',"'CAPITAL - SPRINGFIELD, IL'",,
   273 =  'MALAYSIA',,   'CHI',"'CHICAGO, IL           '",,
   220 =  'MALDIVES',,   'DPA',"'DUPAGE COUNTY, IL'",,
   392 =  'MALI',,   'PIA',"'GREATER PEORIA, IL'",,
   145 =  'MALTA',,   'RFD',"'GREATER ROCKFORD, IL'",,
   472 =  'MARSHALL ISLANDS',,   'UGN',"'MEMORIAL - WAUKEGAN, IL'",,
   511 =  'MARTINIQUE',,   'GAR',"'GARY, IN              '",,
   389 =  'MAURITANIA',,   'HMM',"'HAMMOND, IN           '",,
   342 =  'MAURITIUS',,   'INP',"'INDIANAPOLIS, IN      '",,
   760 =  'MAYOTTE (AFRICA - FRENCH)' ,,   'MRL',"'MERRILLVILLE, IN      '",,
"   473 =  'MICRONESIA, FED. STATES OF'",,   'SBN',"'SOUTH BEND, IN'",,
   157 =  'MOLDOVA',,   'ICT',"'MID-CONTINENT - WITCHITA, KS'",,
   122 =  'MONACO',,   'LEX',"'BLUE GRASS - LEXINGTON, KY'",,
   299 =  'MONGOLIA',,   'LOU',"'LOUISVILLE, KY        '",,
   735 =  'MONTENEGRO' ,,   'BTN',"'BATON ROUGE, LA       '",,
   521 =  'MONTSERRAT',,   'LKC',"'LAKE CHARLES, LA      '",,
   332 =  'MOROCCO',,   'LAK',"'LAKE CHARLES, LA (BPS)'",,
   329 =  'MOZAMBIQUE',,   'MLU',"'MONROE, LA'",,
   371 =  'NAMIBIA',,   'MGC',"'MORGAN CITY, LA       '",,
   440 =  'NAURU',,   'NOL',"'NEW ORLEANS, LA       '",,
   257 =  'NEPAL',,   'BOS',"'BOSTON, MA            '",,
   123 =  'NETHERLANDS',,   'GLO',"'GLOUCESTER, MA        '",,
   508 =  'NETHERLANDS ANTILLES',,   'BED',"'HANSCOM FIELD - BEDFORD, MA'",,
   409 =  'NEW CALEDONIA',,   'LYN',"'LYNDEN, WA            '",,
   464 =  'NEW ZEALAND',,   'ADW',"'ANDREWS AFB, MD'",,
   579 =  'NICARAGUA',,   'BAL',"'BALTIMORE, MD         '",,
   390 =  'NIGER',,   'MKG',"'MUSKEGON, MD'",,
   343 =  'NIGERIA',,   'PAX',"'PATUXENT RIVER, MD    '",,
   470 =  'NIUE',,   'BGM',"'BANGOR, ME            '",,
   275 =  'NORTH KOREA',,   'BOO',"'BOOTHBAY HARBOR, ME   '",,
   124 =  'NORWAY',,   'BWM',"'BRIDGEWATER, ME       '",,
   256 =  'OMAN',,   'BCK',"'BUCKPORT, ME          '",,
   258 =  'PAKISTAN',,   'CLS',"'CALAIS, ME   '",,
   474 =  'PALAU',,   'CRB',"'CARIBOU, ME           '",,
   743 =  'PALESTINE' ,,   'COB',"'COBURN GORE, ME       '",,
   504 =  'PANAMA',,   'EST',"'EASTCOURT, ME         '",,
   441 =  'PAPUA NEW GUINEA',,   'EPT',"'EASTPORT MUNICIPAL, ME'",,
   693 =  'PARAGUAY',,   'EPM',"'EASTPORT, ME          '",,
   694 =  'PERU',,   'FOR',"'FOREST CITY, ME       '",,
   260 =  'PHILIPPINES',,   'FTF',"'FORT FAIRFIELD, ME    '",,
   416 =  'PITCAIRN ISLANDS',,   'FTK',"'FORT KENT, ME         '",,
   107 =  'POLAND',,   'HML',"'HAMIIN, ME            '",,
   126 =  'PORTUGAL',,   'HTM',"'HOULTON, ME           '",,
   297 =  'QATAR',,   'JKM',"'JACKMAN, ME           '",,
   748 =  'REPUBLIC OF SOUTH SUDAN',,   'KAL',"'KALISPEL, MT          '",,
   321 =  'REUNION',,   'LIM',"'LIMESTONE, ME         '",,
   127 =  'ROMANIA',,   'LUB',"'LUBEC, ME             '",,
   158 =  'RUSSIA',,   'MAD',"'MADAWASKA, ME         '",,
   376 =  'RWANDA',,   'POM',"'PORTLAND, ME          '",,
   128 =  'SAN MARINO',,   'RGM',"'RANGELEY, ME (BPS)'",,
   330 =  'SAO TOME AND PRINCIPE',,   'SBR',"'SOUTH BREWER, ME      '",,
   261 =  'SAUDI ARABIA',,   'SRL',"'ST AURELIE, ME        '",,
   391 =  'SENEGAL',,   'SPA',"'ST PAMPILE, ME        '",,
   142 =  'SERBIA AND MONTENEGRO',,   'VNB',"'VAN BUREN, ME         '",,
   745 =  'SERBIA' ,,   'VCB',"'VANCEBORO, ME         '",,
   347 =  'SEYCHELLES',,   'AGN',"'ALGONAC, MI           '",,
   348 =  'SIERRA LEONE',,   'ALP',"'ALPENA, MI            '",,
   207 =  'SINGAPORE',,   'BCY',"'BAY CITY, MI          '",,
   141 =  'SLOVAKIA',,   'DET',"'DETROIT, MI           '",,
   166 =  'SLOVENIA',,   'GRP',"'GRAND RAPIDS, MI'",,
   412 =  'SOLOMON ISLANDS',,   'GRO',"'GROSSE ISLE, MI       '",,
   397 =  'SOMALIA',,   'ISL',"'ISLE ROYALE, MI       '",,
   373 =  'SOUTH AFRICA',,   'MRC',"'MARINE CITY, MI       '",,
   276 =  'SOUTH KOREA',,   'MRY',"'MARYSVILLE, MI        '",,
   129 =  'SPAIN',,   'PTK',"'OAKLAND COUNTY - PONTIAC, MI'",,
   244 =  'SRI LANKA',,   'PHU',"'PORT HURON, MI        '",,
   346 =  'ST. HELENA',,   'RBT',"'ROBERTS LANDING, MI   '",,
   522 =  'ST. KITTS-NEVIS',,   'SAG',"'SAGINAW, MI           '",,
   523 =  'ST. LUCIA',,   'SSM',"'SAULT STE. MARIE, MI  '",,
   502 =  'ST. PIERRE AND MIQUELON',,   'SCL',"'ST CLAIR, MI          '",,
   524 =  'ST. VINCENT-GRENADINES',,   'YIP',"'WILLOW RUN - YPSILANTI, MI'",,
   716 =  'SAINT BARTHELEMY' ,,   'BAU',"'BAUDETTE, MN          '",,
   736 =  'SAINT MARTIN' ,,   'CAR',"'CARIBOU MUNICIPAL AIRPORT, MN'",,
   749 =  'SAINT MAARTEN' ,,   'GTF',"'Collapsed into INT, MN'",,
   350 =  'SUDAN',,   'INL',"'Collapsed into INT, MN'",,
   602 =  'SURINAME',,   'CRA',"'CRANE LAKE, MN        '",,
   351 =  'SWAZILAND',,   'MIC',"'CRYSTAL MUNICIPAL AIRPORT, MN'",,
   130 =  'SWEDEN',,   'DUL',"'DULUTH, MN            '",,
   131 =  'SWITZERLAND',,   'ELY',"'ELY, MN               '",,
   262 =  'SYRIA',,   'GPM',"'GRAND PORTAGE, MN     '",,
   268 =  'TAIWAN',,   'SVC',"'GRANT COUNTY - SILVER CITY, MN'",,
   159 =  'TAJIKISTAN',,   'INT',"'INT''L FALLS, MN      '",,
   353 =  'TANZANIA',,   'LAN',"'LANCASTER, MN         '",,
   263 =  'THAILAND',,   'MSP',"'MINN./ST PAUL, MN     '",,
   304 =  'TOGO',,   'LIN',"'NORTHERN SVC CENTER, MN   '",,
   417 =  'TONGA',,   'NOY',"'NOYES, MN             '",,
   516 =  'TRINIDAD AND TOBAGO',,   'PIN',"'PINE CREEK, MN        '",,
   323 =  'TUNISIA',,   '48Y',"'PINECREEK BORDER ARPT, MN'",,
   264 =  'TURKEY',,   'RAN',"'RAINER, MN            '",,
   161 =  'TURKMENISTAN',,   'RST',"'ROCHESTER, MN'",,
   527 =  'TURKS AND CAICOS ISLANDS',,   'ROS',"'ROSEAU, MN            '",,
   420 =  'TUVALU',,   'SPM',"'ST PAUL, MN           '",,
   352 =  'UGANDA',,   'WSB',"'WARROAD INTL, SPB, MN'",,
   162 =  'UKRAINE',,   'WAR',"'WARROAD, MN           '",,
   296 =  'UNITED ARAB EMIRATES',,   'KAN',"'KANSAS CITY, MO       '",,
   135 =  'UNITED KINGDOM',,   'SGF',"'SPRINGFIELD-BRANSON, MO'",,
   695 =  'URUGUAY',,   'STL',"'ST LOUIS, MO          '",,
   163 =  'UZBEKISTAN',,   'WHI',"'WHITETAIL, MT         '",,
   410 =  'VANUATU',,   'WHM',"'WILD HORSE, MT        '",,
   696 =  'VENEZUELA',,   'GPT',"'BILOXI REGIONAL, MS'",,
   266 =  'VIETNAM',,   'GTR',"'GOLDEN TRIANGLE LOWNDES CNTY, MS'",,
   469 =  'WALLIS AND FUTUNA ISLANDS',,   'GUL',"'GULFPORT, MS          '",,
   757 =  'WEST INDIES (FRENCH)' ,,   'PAS',"'PASCAGOULA, MS        '",,
   333 =  'WESTERN SAHARA',,   'JAN',"'THOMPSON FIELD - JACKSON, MS'",,
   465 =  'WESTERN SAMOA',,   'BIL',"'BILLINGS, MT          '",,
   216 =  'YEMEN',,   'BTM',"'BUTTE, MT             '",,
   139 =  'YUGOSLAVIA',,   'CHF',"'CHIEF MT, MT          '",,
   301 =  'ZAIRE',,   'CTB',"'CUT BANK MUNICIPAL, MT'",,
   344 =  'ZAMBIA',,   'CUT',"'CUT BANK, MT          '",,
   315 =  'ZIMBABWE',,   'DLB',"'DEL BONITA, MT        '",,
   403 =  'INVALID: AMERICAN SAMOA',,   'EUR',"'EUREKA, MT (BPS)'",,
   712 =  'INVALID: ANTARCTICA' ,,   'BZN',"'GALLATIN FIELD - BOZEMAN, MT'",,
   700 =  'INVALID: BORN ON BOARD SHIP',,   'FCA',"'GLACIER NATIONAL PARK, MT'",,
   719 =  'INVALID: BOUVET ISLAND (ANTARCTICA/NORWAY TERR.)',,   'GGW',"'GLASGOW, MT           '",,
   574 =  'INVALID: CANADA',,   'GRE',"'GREAT FALLS, MT       '",,
   720 =  'INVALID: CANTON AND ENDERBURY ISLS' ,,   'HVR',"'HAVRE, MT             '",,
   106 =  'INVALID: CZECHOSLOVAKIA',,   'HEL',"'HELENA, MT            '",,
   739 =  'INVALID: DRONNING MAUD LAND (ANTARCTICA-NORWAY)' ,,   'LWT',"'LEWISTON, MT          '",,
   394 =  'INVALID: FRENCH SOUTHERN AND ANTARCTIC',,   'MGM',"'MORGAN, MT            '",,
   501 =  'INVALID: GREENLAND',,   'OPH',"'OPHEIM, MT            '",,
   404 =  'INVALID: GUAM',,   'PIE',"'PIEGAN, MT            '",,
   730 =  'INVALID: INTERNATIONAL WATERS' ,,   'RAY',"'RAYMOND, MT           '",,
   731 =  'INVALID: JOHNSON ISLAND' ,,   'ROO',"'ROOSVILLE, MT         '",,
"   471 =  'INVALID: MARIANA ISLANDS, NORTHERN'",,   'SCO',"'SCOBEY, MT            '",,
   737 =  'INVALID: MIDWAY ISLANDS' ,,   'SWE',"'SWEETGTASS, MT        '",,
   753 =  'INVALID: MINOR OUTLYING ISLANDS - USA',,   'TRL',"'TRIAL CREEK, MT       '",,
   740 =  'INVALID: NEUTRAL ZONE (S. ARABIA/IRAQ)' ,,   'TUR',"'TURNER, MT            '",,
   710 =  'INVALID: NON-QUOTA IMMIGRANT',,   'WCM',"'WILLOW CREEK, MT      '",,
   505 =  'INVALID: PUERTO RICO',,   'CLT',"'CHARLOTTE, NC         '",,
    0  =  'INVALID: STATELESS',,   'FAY',"'FAYETTEVILLE, NC'",,
   705 =  'INVALID: STATELESS',,   'MRH',"'MOREHEAD CITY, NC     '",,
   583 =  'INVALID: UNITED STATES',,   'FOP',"'MORRIS FIELDS AAF, NC'",,
   407 =  'INVALID: UNITED STATES',,   'GSO',"'PIEDMONT TRIAD INTL AIRPORT, NC'",,
   999 =  'INVALID: UNKNOWN',,   'RDU',"'RALEIGH/DURHAM, NC    '",,
   239 =  'INVALID: UNKNOWN COUNTRY',,   'SSC',"'SHAW AFB - SUMTER, NC'",,
   134 =  'INVALID: USSR',,   'WIL',"'WILMINGTON, NC        '",,
   506 =  'INVALID: U.S. VIRGIN ISLANDS',,   'AMB',"'AMBROSE, ND           '",,
   755 =  'INVALID: WAKE ISLAND'  ,,   'ANT',"'ANTLER, ND            '",,
   311 =  'Collapsed Tanzania (should not show)',,   'CRY',"'CARBURY, ND           '",,
   741 =  'Collapsed Curacao (should not show)',,   'DNS',"'DUNSEITH, ND          '",,
    54 =  'No Country Code (54)',,   'FAR',"'FARGO, ND             '",,
   100 =  'No Country Code (100)',,   'FRT',"'FORTUNA, ND           '",,
   187 =  'No Country Code (187)',,   'GRF',"'GRAND FORKS, ND       '",,
   190 =  'No Country Code (190)',,   'HNN',"'HANNAH, ND            '",,
   200 =  'No Country Code (200)',,   'HNS',"'HANSBORO, ND          '",,
   219 =  'No Country Code (219)',,   'MAI',"'MAIDA, ND             '",,
   238 =  'No Country Code (238)',,   'MND',"'MINOT, ND             '",,
   277 =  'No Country Code (277)',,   'NEC',"'NECHE, ND             '",,
   293 =  'No Country Code (293)',,   'NOO',"'NOONAN, ND            '",,
   300 =  'No Country Code (300)',,   'NRG',"'NORTHGATE, ND         '",,
   319 =  'No Country Code (319)',,   'PEM',"'PEMBINA, ND           '",,
   365 =  'No Country Code (365)',,   'SAR',"'SARLES, ND            '",,
   395 =  'No Country Code (395)',,   'SHR',"'SHERWOOD, ND          '",,
   400 =  'No Country Code (400)',,   'SJO',"'ST JOHN, ND           '",,
   485 =  'No Country Code (485)',,   'WAL',"'WALHALLA, ND          '",,
   503 =  'No Country Code (503)',,   'WHO',"'WESTHOPE, ND          '",,
   589 =  'No Country Code (589)',,   'WND',"'WILLISTON, ND         '",,
   592 =  'No Country Code (592)',,   'OMA',"'OMAHA, NE             '",,
   791 =  'No Country Code (791)',,   'LEB',"'LEBANON, NH           '",,
   849 =  'No Country Code (849)',,   'MHT',"'MANCHESTER, NH'",,
   914 =  'No Country Code (914)',,   'PNH',"'PITTSBURG, NH         '",,
   944 =  'No Country Code (944)',,   'PSM',"'PORTSMOUTH, NH        '",,
   996 =  'No Country Code (996)',,   'BYO',"'BAYONNE, NJ           '",,
,,   'CNJ',"'CAMDEN, NJ            '",,
,,   'HOB',"'HOBOKEN, NJ           '",,
,,   'JER',"'JERSEY CITY, NJ       '",,
,,   'WRI',"'MC GUIRE AFB - WRIGHTSOWN, NJ'",,
,,   'MMU',"'MORRISTOWN, NJ'",,
,,   'NEW',"'NEWARK/TETERBORO, NJ  '",,
,,   'PER',"'PERTH AMBOY, NJ       '",,
,,   'ACY',"'POMONA FIELD - ATLANTIC CITY, NJ'",,
,,   'ALA',"'ALAMAGORDO, NM (BPS)'",,
,,   'ABQ',"'ALBUQUERQUE, NM       '",,
,,   'ANP',"'ANTELOPE WELLS, NM    '",,
,,   'CRL',"'CARLSBAD, NM          '",,
,,   'COL',"'COLUMBUS, NM          '",,
,,   'CDD',"'CRANE LAKE - ST. LOUIS CNTY, NM'",,
,,   'DNM',"'DEMING, NM (BPS)'",,
,,   'LAS',"'LAS CRUCES, NM        '",,
,,   'LOB',"'LORDSBURG, NM (BPS)'",,
,,   'RUI',"'RUIDOSO, NM'",,
,,   'STR',"'SANTA TERESA, NM      '",,
,,   'RNO',"'CANNON INTL - RENO/TAHOE, NV'",,
,,   'FLX',"'FALLON MUNICIPAL AIRPORT, NV'",,
,,   'LVG',"'LAS VEGAS, NV         '",,
,,   'REN',"'RENO, NV              '",,
,,   'ALB',"'ALBANY, NY            '",,
,,   'AXB',"'ALEXANDRIA BAY, NY    '",,
,,   'BUF',"'BUFFALO, NY           '",,
,,   'CNH',"'CANNON CORNERS, NY'",,
,,   'CAP',"'CAPE VINCENT, NY      '",,
,,   'CHM',"'CHAMPLAIN, NY         '",,
,,   'CHT',"'CHATEAUGAY, NY        '",,
,,   'CLA',"'CLAYTON, NY           '",,
,,   'FTC',"'FORT COVINGTON, NY    '",,
,,   'LAG',"'LA GUARDIA, NY        '",,
,,   'LEW',"'LEWISTON, NY          '",,
,,   'MAS',"'MASSENA, NY           '",,
,,   'MAG',"'MCGUIRE AFB, NY       '",,
,,   'MOO',"'MOORES, NY            '",,
,,   'MRR',"'MORRISTOWN, NY        '",,
,,   'NYC',"'NEW YORK, NY          '",,
,,   'NIA',"'NIAGARA FALLS, NY     '",,
,,   'OGD',"'OGDENSBURG, NY        '",,
,,   'OSW',"'OSWEGO, NY            '",,
,,   'ELM',"'REGIONAL ARPT - HORSEHEAD, NY'",,
,,   'ROC',"'ROCHESTER, NY         '",,
,,   'ROU',"'ROUSES POINT, NY      '",,
,,   'SWF',"'STEWART - ORANGE CNTY, NY'",,
,,   'SYR',"'SYRACUSE, NY          '",,
,,   'THO',"'THOUSAND ISLAND BRIDGE, NY'",,
,,   'TRO',"'TROUT RIVER, NY       '",,
,,   'WAT',"'WATERTOWN, NY         '",,
,,   'HPN',"'WESTCHESTER - WHITE PLAINS, NY'",,
,,   'WRB',"'WHIRLPOOL BRIDGE, NY'",,
,,   'YOU',"'YOUNGSTOWN, NY        '",,
,,   'AKR',"'AKRON, OH             '",,
